"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-05","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","304380","A","","","0"
"2022-05","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","5.6","B","","","1"
"2022-05","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","258655","A","","","0"
"2022-05","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3727045","A","","","0"
"2022-05","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","6.5","A","","","1"
"2022-05","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","383315","A","","","0"
"2022-05","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6397090","A","","","0"
"2022-05","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","5.7","A","","","1"
"2022-05","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","32110","B","","","0"
"2022-05","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","583940","A","","","0"
"2022-05","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","5.2","B","","","1"
"2022-05","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","26650","B","","","0"
"2022-05","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","475310","A","","","0"
"2022-05","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","5.3","B","","","1"
"2022-05","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","108930","A","","","0"
"2022-05","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1937875","A","","","0"
"2022-05","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","5.3","A","","","1"
"2022-05","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","166085","A","","","0"
"2022-05","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2313750","A","","","0"
"2022-05","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","6.7","A","","","1"
"2022-05","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","1745","D","","","0"
"2022-05","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","17760","A","","","0"
"2022-05","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","8.9","D","","","1"
"2022-05","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","1605","D","","","0"
"2022-05","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","21090","A","","","0"
"2022-05","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","7.1","D","","","1"
"2022-05","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","735","D","","","0"
"2022-05","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","15180","A","","","0"
"2022-05","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","4.6","D","","","1"
"2022-06","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","1020615","A","","","0"
"2022-06","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","16679225","A","","","0"
"2022-06","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","5.8","A","","","1"
"2022-06","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","8615","B","","","0"
"2022-06","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","199990","A","","","0"
"2022-06","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","4.1","B","","","1"
"2022-06","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","3510","D","","","0"
"2022-06","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","71000","A","","","0"
"2022-06","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","4.7","D","","","1"
"2022-06","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","23410","B","","","0"
"2022-06","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","434995","A","","","0"
"2022-06","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","5.1","B","","","1"
"2022-06","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","15595","B","","","0"
"2022-06","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","335480","A","","","0"
"2022-06","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","4.4","B","","","1"
"2022-06","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","260615","A","","","0"
"2022-06","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3768160","A","","","0"
"2022-06","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","6.5","A","","","1"
"2022-06","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","370740","A","","","0"
"2022-06","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6446940","A","","","0"
"2022-06","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","5.4","A","","","1"
"2022-06","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","28230","B","","","0"
"2022-06","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","587525","A","","","0"
"2022-06","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","4.6","B","","","1"
"2022-06","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","26800","B","","","0"
"2022-06","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","475980","A","","","0"
"2022-06","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","5.3","B","","","1"
"2022-06","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","102420","A","","","0"
"2022-06","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1981810","A","","","0"
"2022-06","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","4.9","A","","","1"
"2022-06","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","177525","A","","","0"
"2022-06","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2323265","A","","","0"
"2022-06","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","7.1","A","","","1"
"2022-06","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","1520","D","","","0"
"2022-06","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","18355","A","","","0"
"2022-06","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","7.6","D","","","1"
"2022-06","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","","F","","","0"
"2022-06","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","20790","D","","","0"
"2022-06","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","","F","","","1"
"2022-06","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","","F","","","0"
"2022-06","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","14935","A","","","0"
"2022-06","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","","F","","","1"
"2022-07","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","999995","A","","","0"
"2022-07","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","17064035","A","","","0"
"2022-07","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","5.5","A","","","1"
"2022-07","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","9675","B","","","0"
"2022-07","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","205760","A","","","0"
"2022-07","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","4.5","B","","","1"
"2022-07","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","3495","D","","","0"
"2022-07","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","73840","A","","","0"
"2022-07","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","4.5","D","","","1"
"2022-07","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","21920","A","","","0"
"2022-07","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","441270","A","","","0"
"2022-07","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","4.7","A","","","1"
"2022-07","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","15365","B","","","0"
"2022-07","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","323770","A","","","0"
"2022-07","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","4.5","B","","","1"
"2022-07","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","255510","A","","","0"
"2022-07","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3906255","A","","","0"
"2022-07","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","6.1","A","","","1"
"2022-07","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","369635","A","","","0"
"2022-07","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6582080","A","","","0"
"2022-07","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","5.3","A","","","1"
"2022-07","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","31710","B","","","0"
"2022-07","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","620190","A","","","0"
"2022-07","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","4.9","B","","","1"
"2022-07","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","24740","B","","","0"
"2022-07","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","489900","A","","","0"
"2022-07","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","4.8","B","","","1"
"2022-07","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","104955","A","","","0"
"2022-07","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1988475","A","","","0"
"2022-07","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","5.0","A","","","1"
"2022-07","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","159015","A","","","0"
"2022-07","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2375955","A","","","0"
"2022-07","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","6.3","A","","","1"
"2022-07","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","1440","D","","","0"
"2022-07","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","19540","A","","","0"
"2022-07","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","6.9","D","","","1"
"2022-07","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","2155","D","","","0"
"2022-07","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","21770","B","","","0"
"2022-07","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","9.0","D","","","1"
"2022-07","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","","F","","","0"
"2022-07","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","15230","A","","","0"
"2022-07","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","","F","","","1"
"2022-08","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","974450","A","","","0"
"2022-08","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","16846600","A","","","0"
"2022-08","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","5.5","A","","","1"
"2022-08","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","7895","C","","","0"
"2022-08","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","204110","A","","","0"
"2022-08","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","3.7","C","","","1"
"2022-08","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","5340","C","","","0"
"2022-08","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","72100","A","","","0"
"2022-08","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","6.9","C","","","1"
"2022-08","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","22710","B","","","0"
"2022-08","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","442005","A","","","0"
"2022-08","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","4.9","B","","","1"
"2022-08","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","17120","B","","","0"
"2022-08","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","332575","A","","","0"
"2022-08","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","4.9","B","","","1"
"2022-08","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","237950","A","","","0"
"2022-08","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3816770","A","","","0"
"2022-08","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","5.9","A","","","1"
"2022-08","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","364995","A","","","0"
"2022-08","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6512450","A","","","0"
"2022-08","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","5.3","A","","","1"
"2022-08","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","30665","B","","","0"
"2022-08","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","594400","A","","","0"
"2022-08","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","4.9","B","","","1"
"2022-08","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","24620","B","","","0"
"2022-08","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","472615","A","","","0"
"2022-08","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","5.0","B","","","1"
"2022-08","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","108385","A","","","0"
"2022-08","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1995805","A","","","0"
"2022-08","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","5.2","A","","","1"
"2022-08","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","151600","A","","","0"
"2022-08","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2347100","A","","","0"
"2022-08","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","6.1","A","","","1"
"2022-08","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","1855","D","","","0"
"2022-08","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","19090","A","","","0"
"2022-08","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","8.9","D","","","1"
"2022-08","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","925","E","","","0"
"2022-08","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","22435","A","","","0"
"2022-08","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","4.0","E","","","1"
"2022-08","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","","F","","","0"
"2022-08","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","15155","A","","","0"
"2022-08","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","","F","","","1"
"2022-09","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","987760","A","","","0"
"2022-09","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","16600410","A","","","0"
"2022-09","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","5.6","A","","","1"
"2022-09","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","6570","C","","","0"
"2022-09","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","204235","A","","","0"
"2022-09","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","3.1","C","","","1"
"2022-09","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","3030","C","","","0"
"2022-09","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","70470","A","","","0"
"2022-09","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","4.1","C","","","1"
"2022-09","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","23075","B","","","0"
"2022-09","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","430725","A","","","0"
"2022-09","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","5.1","B","","","1"
"2022-09","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","15100","B","","","0"
"2022-09","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","321325","A","","","0"
"2022-09","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","4.5","B","","","1"
"2022-09","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","243680","A","","","0"
"2022-09","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3719435","A","","","0"
"2022-09","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","6.1","A","","","1"
"2022-09","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","373005","A","","","0"
"2022-09","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6441965","A","","","0"
"2022-09","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","5.5","A","","","1"
"2022-09","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","29590","B","","","0"
"2022-09","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","582010","A","","","0"
"2022-09","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","4.8","B","","","1"
"2022-09","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","26735","B","","","0"
"2022-09","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","465535","A","","","0"
"2022-09","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","5.4","B","","","1"
"2022-09","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","103715","A","","","0"
"2022-09","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1987425","A","","","0"
"2022-09","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","5.0","A","","","1"
"2022-09","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","158925","A","","","0"
"2022-09","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2319770","A","","","0"
"2022-09","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","6.4","A","","","1"
"2022-09","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","1815","D","","","0"
"2022-09","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","19850","A","","","0"
"2022-09","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","8.4","D","","","1"
"2022-09","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","2095","E","","","0"
"2022-09","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","22095","B","","","0"
"2022-09","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","8.7","E","","","1"
"2022-09","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","425","E","","","0"
"2022-09","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","15560","A","","","0"
"2022-09","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","2.6","E","","","1"
"2022-10","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","933845","A","","","0"
"2022-10","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","17065430","A","","","0"
"2022-10","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","5.2","A","","","1"
"2022-10","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","8240","B","","","0"
"2022-10","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","197775","A","","","0"
"2022-10","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","4.0","B","","","1"
"2022-10","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","3075","D","","","0"
"2022-10","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","72105","A","","","0"
"2022-10","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","4.1","D","","","1"
"2022-10","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","22250","B","","","0"
"2022-10","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","426480","A","","","0"
"2022-10","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","5.0","B","","","1"
"2022-10","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","15275","B","","","0"
"2022-10","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","331530","A","","","0"
"2022-10","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","4.4","B","","","1"
"2022-10","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","226220","C","","","0"
"2022-10","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3865305","A","","","0"
"2022-10","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","5.5","C","","","1"
"2022-10","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","354490","A","","","0"
"2022-10","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6608835","A","","","0"
"2022-10","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","5.1","A","","","1"
"2022-10","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","26635","B","","","0"
"2022-10","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","621950","A","","","0"
"2022-10","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","4.1","B","","","1"
"2022-10","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","24860","B","","","0"
"2022-10","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","486550","A","","","0"
"2022-10","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","4.9","B","","","1"
"2022-10","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","106445","A","","","0"
"2022-10","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1999455","A","","","0"
"2022-10","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","5.1","A","","","1"
"2022-10","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","141640","A","","","0"
"2022-10","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2397825","A","","","0"
"2022-10","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","5.6","A","","","1"
"2022-10","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","1475","D","","","0"
"2022-10","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","19720","A","","","0"
"2022-10","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","7.0","D","","","1"
"2022-10","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","2570","D","","","0"
"2022-10","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","22080","B","","","0"
"2022-10","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","10.4","D","","","1"
"2022-10","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","665","E","","","0"
"2022-10","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","15820","A","","","0"
"2022-10","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","4.0","E","","","1"
"2022-11","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","854165","A","","","0"
"2022-11","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","17075715","A","","","0"
"2022-11","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","4.8","A","","","1"
"2022-11","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","5540","C","","","0"
"2022-11","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","198460","A","","","0"
"2022-11","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","2.7","C","","","1"
"2022-11","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","3740","D","","","0"
"2022-11","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","70820","A","","","0"
